weekly_rank,event_name,artist_ids,venue_id,promoters,start_date,end_date,dates,signature,gross_receipts_us,gross_receipts_canadian,attendance,capacity,num_shows,num_sellouts,ticket_prices,schema_id,source_id,s3_uri
17,,"[824, 823]",254,[],1989-06-27,1989-06-30,June 27-30,shirley-bassey-westbury-music-fair-1989-06-27,207469,,8279,,,,[27.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/07/BB-1989-07-22.pdf
18,,[826],472,[],1989-07-07,1989-07-07,July 7,the-allman-brothers-jones-beach-theatre-1989-07-07,203060,,10153,,,1,[20.0],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/07/BB-1989-07-22.pdf
19,,"[289, 726]",654,[],1989-05-31,1989-05-31,May 31,bon-jovi-charleston-civic-center-1989-05-31,190733,,10899,,,,[17.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/07/BB-1989-07-22.pdf
20,,[24],19,[],1989-06-28,1989-06-07,June 28 7,rod-stewart-mid-south-coliseum-1989-06-28,172533,,10149,,,,[17.0],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/07/BB-1989-07-22.pdf
21,,"[342, 766, 812]",628,[],1989-07-08,1989-07-08,July 8,ozzy-osbourne-grandstand-1989-07-08,169497,,8897,,,,"[24.0, 21.0]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/07/BB-1989-07-22.pdf
22,,[24],655,[],1989-06-30,1989-06-30,June 30,rod-stewart-coliseum-mississippi-$i?-sellout-state-fairgrounds-1989-06-30,160378,,9434,,,,[17.0],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/07/BB-1989-07-22.pdf
23,,[810],927,[],1989-06-25,1989-06-26,June 25-26,o1ngo-boingo-open-air-theatre-1989-06-25,156700,,8403,,,,"[22.5, 19.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/07/BB-1989-07-22.pdf
24,,"[815, 761]",637,[],1989-07-01,1989-07-01,July 1,thfany-starplex-amphitheatre-1989-07-01,144905,,10260,,,,"[16.5, 12.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/07/BB-1989-07-22.pdf
25,,"[267, 818]",928,[],1989-07-08,1989-07-08,July 8,al-jarreau-starplex-dalias-1989-07-08,143296,,7644,,,,"[21.5, 17.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/07/BB-1989-07-22.pdf
26,,[471],658,[],1989-07-02,1989-07-03,July 2-3,howie-mandel-westbury-music-lov-dinos-fair-1989-07-02,142698,,7208,,,,[22.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/07/BB-1989-07-22.pdf
27,,"[399, 825, 805, 790]",929,[],1989-07-03,1989-07-03,July 3,new-order-lakeside-amphitheatre-darien-center-1989-07-03,137193,,8300,,,1,"[19.0, 17.5]",bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/07/BB-1989-07-22.pdf
28,,"[620, 808]",633,[],,,,bob-dylan-peoria-civic-center-None,135340,,6767,,,,[20.0],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/07/BB-1989-07-22.pdf
29,,"[337, 729, 735]",620,[],1989-06-30,1989-06-30,June 30,cinderella-mid-south-coliseum-fairgrounds-1989-06-30,132116,,8007,,,,[16.5],bb_3,1,music-industry-data-lakeraw/billboard/pdf/magazines/1989/07/BB-1989-07-22.pdf
