event_id,ticket_price
24541,13.00
24567,17.00
24573,14.00
24585,14.00
24095,16.00
24100,18.00
24164,19.00
24136,22.00
24161,17.00
24082,18.00
24295,15.00
24260,14.00
24290,75.00
24280,18.00
24312,17.00
24272,17.00
24273,20.00
24284,14.00
24338,20.00
24341,20.00
24425,40.00
24425,23.00
24384,13.00
24432,18.00
24391,15.00
24427,15.00
24374,20.00
24372,14.00
24412,10.00
24032,14.00
24026,17.00
24027,25.00
24013,15.00
23989,15.00
24053,26.00
24057,20.00
24040,16.00
23991,14.00
24004,13.00
24066,23.00
24009,13.00
23982,21.00
24023,14.00
23983,13.00
23720,15.00
23771,15.00
23784,20.00
23718,15.00
23791,13.00
23723,15.00
23759,18.00
24647,32.00
24659,11.00
24665,17.00
24644,22.00
24682,15.00
24633,13.00
24612,17.00
24668,20.00
24618,23.00
24635,21.00
24634,13.00
24649,18.00
23876,11.00
23823,18.00
23868,20.00
23826,23.00
23808,20.00
23816,15.00
23858,11.00
24503,13.00
24487,15.00
24466,18.00
24437,14.00
24490,15.00
24495,13.00
24486,30.00
25018,18.00
24976,50.00
24998,20.00
25002,20.00
25006,13.00
24973,24.00
25008,16.00
24954,17.00
24991,13.00
25003,18.00
24863,18.00
24873,14.00
24913,15.00
24916,17.00
24884,12.00
24901,25.00
24876,19.00
24928,18.00
24886,15.00
24942,18.00
24900,18.00
24921,15.00
24767,24.00
24767,23.00
24710,23.00
24692,20.00
24700,17.00
24732,15.00
24691,16.00
24739,16.00
24707,23.00
24719,16.00
24817,17.00
24817,14.00
24773,13.00
24800,17.00
24819,15.00
24840,12.00
24811,16.00
24229,15.00
24239,13.00
24217,12.00
24179,17.00
24222,16.00
25086,15.00
25054,20.00
25087,15.00
25082,19.00
25097,25.00
25100,12.00
25040,12.00
25102,20.00
23901,35.00
23958,13.00
23966,16.00
23940,25.00
23942,25.00
23911,17.00
23905,15.00
23948,15.00
24599,25.00
24562,18.00
24547,15.00
24591,18.00
24579,18.00
24525,26.00
24517,25.00
24573,15.00
24593,19.00
24520,28.00
24531,20.00
24102,17.00
24154,20.00
24146,33.00
24146,23.00
24125,16.00
24158,28.00
24162,18.00
24161,15.00
24131,18.00
24160,20.00
24127,19.00
24108,19.00
24263,18.00
24295,14.00
24260,15.00
24296,17.00
24329,16.00
24323,16.00
24265,17.00
24288,23.00
24407,19.00
24430,13.00
24367,15.00
24354,18.00
24403,15.00
24411,15.00
24348,27.00
24360,14.00
24366,16.00
24370,20.00
24423,18.00
24357,17.00
24427,30.00
23992,16.00
24025,19.00
24039,17.00
24046,23.00
24008,16.00
24007,14.00
24042,15.00
23777,20.00
23737,11.00
23740,17.00
23797,17.00
24654,19.00
24616,17.00
24674,26.00
24683,18.00
24666,27.00
24655,15.00
24642,17.00
23824,17.00
23838,50.00
23864,15.00
23817,12.00
23854,18.00
23873,16.00
23843,16.00
24465,15.00
24494,14.00
24446,13.00
24450,19.00
24480,18.00
24505,14.00
24439,18.00
24479,19.00
24996,500.00
24959,19.00
25026,29.00
24980,12.00
24999,24.00
24999,23.00
24985,15.00
24979,15.00
24953,18.00
24873,15.00
24933,14.00
24876,25.00
24934,25.00
24952,15.00
24879,16.00
